compound_ID,SMILES,enzyme_uniprot,enzyme,enzyme_type,rep1,rep2,both_less_05
CEFPIRAMIDE ,Cc1cc(O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)cn1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.199168497,0.65312079,0
GEMIFLOXACIN MESYLATE ,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.115973072,1
POLYMYXIN B SULFATE ,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O.O=S(=O)(O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.099741136,1.073305258,0
PRAXADINE HYDROCHLORIDE ,Cl.N=C(N)n1cccn1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.179375765,1
CHLORHEXIDINE DIHYDROCHLORIDE ,Cl.Cl.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.059424725,1
TOTAROL ,CCOC(=O)c1c(C)cc(O)c(C=O)c1O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.108722937,1.227965565,0
CEFOTAXIME SODIUM ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1.[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.062754942,0.328404775,0
CHLORAMPHENICOL ,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.145630687,1.024223903,0
GATIFLOXACIN ,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.095165239,1
CEFAZOLIN SODIUM ,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1.[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.153906495,1.372526367,0
PATULIN ,O=C1C=C2C(=CCOC2O)O1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.178549572,1
CEPHALOTHIN SODIUM ,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1.[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.047419203,0.203671971,0
AZITHROMYCIN ,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.057420772,1.124995342,0
RUFLOXACIN HYDROCHLORIDE ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.007802938,1
CEFEPIME HYDROCHLORIDE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1.[Cl-],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.380637759,0.387321396,1
PRULIFLOXACIN ,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.105079559,1
GENETICIN ,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(C(C)O)C(O)C(O)C3N)C2O)OCC1(C)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.106212739,1.274289122,0
CLINAFOXACIN HYDROCHLORIDE ,Cl.NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.425348164,1
TELENZEPINE HYDROCHLORIDE ,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.10025102,0.656039515,0
CEFONICID SODIUM ,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12.[Na+].[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.879590208,1.048261469,0
TRIMETHOPRIM ,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.088249137,0.455959486,0
OLOPATADINE HYDROCHLORIDE ,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.991243826,0
FLEROXACIN ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.047980416,1
HETACILLIN POTASSIUM ,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)[O-].[K+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.194265767,1.090895539,0
TOBRAMYCIN ,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.120881707,1.286624679,0
CEFTIOFUR HYDROCHLORIDE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CSC12)c1csc(N)n1.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.956492815,0.909519533,0
OFLOXACIN ,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.085097919,1
CEFOTETAN ,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.027925949,0.381850244,0
ZIDOVUDINE [AZT] ,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.040437716,0.56207903,0
PIROCTONE OLAMINE ,CC(N)O.Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.043065579,0.883924562,0
ENROFLOXACIN ,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.035434517,1
CEFORANIDE ,NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.013374647,1.050795662,0
FLUMEQUINE ,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.121878825,1
PEFLOXACIN MESYLATE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.061505508,1
NORFLOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.012086903,1
SARAFLOXACIN HYDROCHLORIDE ,Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.03870869,1
CEFTEZOLE ,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.099858801,0.486254296,0
FURAZOLIDONE ,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.202973015,1.063205754,0
CEFMETAZOLE SODIUM ,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.949441192,0.574876515,0
MOXIFLOXACIN HYDROCHLORIDE ,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.068818849,1
CEFOPERAZONE ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.601782863,0.226835985,0
BRD-K00535541,Nc1c2ccccc2nc2ccccc12,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.030396925,0.502245173,0
NITROFURANTOIN ,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.097936931,1.034696083,0
CLEROCIDIN,CC1CCC2(C)C(C=O)=CCCC2C1(C)CC1OC(O)C(=O)C12CO2 ,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.1499694,1
FLORFENICOL ,CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.166732036,0.540749888,0
CEFAMANDOLE SODIUM ,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1.[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.026200188,0.65559048,0
METHYLBENZETHONIUM CHLORIDE ,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1.[Cl-],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.136107711,1
CEFUROXIME SODIUM ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.134648572,0.984732824,0
PIPERACILLIN SODIUM ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.082601192,0.518522676,0
AMIKACIN HYDRATE ,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O.O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.806146887,0.579366861,0
CINACALCET HYDROCHLORIDE ,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.00831503,1.173219543,0
BLEOMYCIN (bleomycin B2 shown) ,CCC1OC(OC(c2c[nH]cn2)C(NC(=O)c2nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c2C)C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc2nc(-c3nc(C(=O)NCCCCNC(=N)N)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(OC(N)=O)C2O)C(C)C1C.O=S(=O)(O)O.O=S(=O)(O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.091462668,1
BENZETHONIUM CHLORIDE ,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.096328029,1
NITROFURAZONE ,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.119391277,0.797485406,0
MARBOFLOXACIN ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.229375765,1
COLISTIN SULFATE ,CCC(C)C1NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC1=O.O=S(=O)(O)O.O=S(=O)(O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.101937559,1.103603771,0
PAZUFLOXACIN MESYLATE ,CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.CS(=O)(=O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.076499388,1
DIFLOXACIN HYDROCHLORIDE ,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.064932681,1
LOMEFLOXACIN HYDROCHLORIDE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.050642595,1
CIPROFLOXACIN ,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.084608323,1
SPECTINOMYCIN HYDROCHLORIDE ,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O.Cl.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.119861939,0.80545577,0
OXOLINIC ACID ,CCn1cc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3.[K+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.180194805,0.075826193,1
MOXALACTAM DISODIUM ,COC1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21.[Na+].[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.141512394,0.934553211,0
BEKANAMYCIN SULFATE ,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.640234167,0.729119892,0
NADIFLOXACIN ,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.051315789,1
THIMEROSAL ,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.081890332,0.056058752,1
CEFTIBUTEN ,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.2595743,0.060342717,1
ORBIFLOXACIN ,CC1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.126070991,1
DONEPEZIL HYDROCHLORIDE ,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.414187371,0.312533912,1
ENOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.008537332,1
CEFACLOR ,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.128373078,1.043416688,0
DIMENHYDRINATE ,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.128804518,0.493036716,0
CEFDITORIN PIVOXIL ,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.074560715,0.712617872,0
BUSPIRONE HYDROCHLORIDE ,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.04757609,0.575774585,0
CEFTRIAXONE SODIUM TRIHYDRATE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.O.O.O.[Na+].[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.014629746,0.385241454,0
SPARFLOXACIN ,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.016829865,1
RONNEL ,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.159828993,0.869106421,0
AZTREONAM ,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.178145591,0.57947912,0
TELITHROMYCIN ,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.136452777,0.588010777,0
RIFAXIMIN ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.894358701,0.57117198,0
AZACITIDINE ,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.947711549,0.496473142,0
CEFDINIR ,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.640234167,0.146634027,0
PIPEMIDIC ACID ,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.346099066,0.178090575,1
DIAVERIDINE ,COc1ccc(Cc2cnc(N)nc2N)cc1OC,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.03988861,0.465047929,0
MITOMYCIN ,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.057656103,0.968343062,0
PYRITHIONE ZINC ,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.140688735,0.556915132,0
CEFTAZIDIME ,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.071542228,1
BACAMPICILLIN HYDROCHLORIDE ,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.837014369,1.14746767,0
NOSCAPINE HYDROCHLORIDE ,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.072691198,0.099785802,1
CHLORAMPHENICOL SODIUM SUCCINATE ,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.143630373,0.957566233,0
MEROPENEM ,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.033103232,0.435250497,0
TETRACYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.092524318,0.714638527,0
CETRIMONIUM BROMIDE ,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.348878255,1.076174859,0
FLOXURIDINE ,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.018081268,0.94286035,0
COLISTIMETHATE SODIUM ,CCC(C)C1NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(C(C)CC)NC1=O.[Na+].[Na+].[Na+].[Na+].[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.167163477,1.04233593,0
CICLOPIROX OLAMINE ,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.120489489,1.108374017,0
CINOXACIN ,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.126443001,0.145287638,1
NITROXOLINE ,O=[N+]([O-])c1ccc(O)c2ncccc12,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.668573709,0.332926388,0
BENZALKONIUM CHLORIDE HYDRATE ,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.[Cl-],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.102906977,1
METHACYCLINE HYDROCHLORIDE ,C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.142778458,1
HEXACHLOROPHENE ,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.272867542,0.108843329,1
PHENYLMERCURIC ACETATE ,CC(=O)O[Hg]c1ccccc1,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.056548348,1
DEMECLOCYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.857104843,0.323476216,0
CHLOROACETOXYQUINOLINE ,CC(=O)Oc1ccc(Cl)c2cccnc12,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.007962033,0.503143242,0
OXYTETRACYCLINE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0,0.02747858,1
CHLORTETRACYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.032279573,1.271233183,0
DOXYCYCLINE HYDROCHLORIDE ,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.065422027,0.926695106,0
MINOCYCLINE HYDROCHLORIDE ,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.490940022,0.591266278,0
DIHYDROSTREPTOMYCIN SESQUISULFATE [5mM/10% aq DMSO] ,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O.O=S(=O)(O)O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.405562589,1.154772109,0
CEFOXITIN SODIUM ,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC21.[Na+],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.134491685,1.076994745,0
CETYLPYRIDINIUM CHLORIDE ,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.177714151,1.2535311,0
RIFAPENTINE ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.505455029,0.10373317,0
CEFCAPENE PIVOXIL HYDROCHLORIDE ,CCC=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CSC12)c1csc(N)n1.Cl,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.874268228,0.974292771,0
RIFAMPIN ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.593932943,0.343054802,0
TOSUFLOXACIN TOLUENESULFONATE HYDRATE ,Cc1ccc(S(=O)(=O)O)cc1.NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1.O,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.058479762,1.753810606,0
CETALKONIUM CHLORIDE ,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,0.393337553,0.397540242,1
OXYQUINOLINE HEMISULFATE ,O=S(=O)(O)O.Oc1cccc2cccnc12,"P0AES4, P0AES6","gyrA, gyrB",DNA gyrase,1.078365234,0.636281994,0
